ID,Gender,Age,Weight,Height,Audio_File
32.0,0,24.0,65.0,184.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/32/32-4.wav
64.0,1,18.0,43.0,152.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/64/64-2.wav
83.0,1,20.0,54.0,157.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/83/83-16.wav
26.0,0,19.0,89.0,173.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/26/26-19.wav
30.0,0,19.0,80.0,183.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/30/30-6.wav
136.0,1,22.0,56.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/136/136-10.wav
132.0,0,21.0,60.0,174.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/132/132-5.wav
119.0,1,25.0,60.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/119/119-20.wav
133.0,0,22.0,79.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/133/133-15.wav
26.0,0,19.0,89.0,173.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/26/26-1.wav
140.0,1,22.0,65.0,163.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/140/140-5.wav
29.0,0,22.0,58.0,173.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/29/29-3.wav
137.0,1,20.0,66.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/137/137-16.wav
55.0,1,21.0,57.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/55/55-6.wav
98.0,0,20.0,177.0,82.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/98/98-17.wav
73.0,0,22.0,70.0,178.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/73/73-19.wav
80.0,1,22.0,48.0,162.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/80/80-17.wav
130.0,0,21.0,67.0,177.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/130/130-5.wav
49.0,1,21.0,55.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/49/49-17.wav
51.0,1,19.0,44.0,154.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/51/51-9.wav
146.0,1,25.0,60.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/146/146-15.wav
18.0,1,16.0,63.0,163.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/18/18-9.wav
37.0,1,23.0,70.0,156.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/37/37-3.wav
90.0,0,23.0,71.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/90/90-18.wav
81.0,1,21.0,52.0,163.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/81/81-19.wav
13.0,1,23.0,56.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/13/13-5.wav
139.0,0,23.0,68.0,177.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/139/139-6.wav
133.0,0,22.0,79.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/133/133-14.wav
138.0,0,25.0,72.0,180.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/138/138-16.wav
120.0,0,22.0,110.0,190.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/120/120-13.wav
52.0,1,19.0,46.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/52/52-14.wav
121.0,1,22.0,48.0,155.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/121/121-15.wav
49.0,1,21.0,55.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/49/49-16.wav
150.0,1,22.0,68.0,161.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/150/150-1.wav
41.0,1,17.0,44.0,158.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/41/41-10.wav
136.0,1,22.0,56.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/136/136-5.wav
117.0,0,22.0,56.0,172.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/117/117-18.wav
23.0,0,53.0,75.0,170.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/23/23-10.wav
24.0,0,18.0,87.0,190.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/24/24-18.wav
118.0,1,29.0,70.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/118/118-11.wav
135.0,0,22.0,80.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/135/135-18.wav
20.0,0,14.0,61.0,168.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/20/20-20.wav
95.0,1,23.0,56.0,161.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/95/95-6.wav
92.0,1,22.0,67.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/92/92-4.wav
116.0,1,26.0,58.0,152.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/116/116-13.wav
76.0,0,22.0,63.0,177.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/76/76-17.wav
41.0,1,17.0,44.0,158.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/41/41-11.wav
122.0,1,21.0,59.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/122/122-8.wav
38.0,1,23.0,58.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/38/38-2.wav
126.0,1,22.0,59.0,162.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/126/126-6.wav
63.0,1,22.0,61.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/63/63-5.wav
44.0,1,52.0,88.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/44/44-15.wav
104.0,1,25.0,58.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/104/104-11.wav
71.0,0,19.0,74.0,178.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/71/71-9.wav
119.0,1,25.0,60.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/119/119-14.wav
115.0,1,21.0,59.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/115/115-12.wav
143.0,1,17.0,65.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/143/143-9.wav
59.0,1,22.0,68.0,168.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/59/59-1.wav
28.0,0,22.0,91.0,183.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/28/28-14.wav
106.0,1,25.0,58.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/106/106-20.wav
63.0,1,22.0,61.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/63/63-2.wav
89.0,1,24.0,91.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/89/151-18.wav
89.0,1,24.0,91.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/89/151-14.wav
65.0,1,22.0,47.0,154.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/65/65-13.wav
122.0,1,21.0,59.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/122/122-20.wav
127.0,1,23.0,54.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/127/127-20.wav
68.0,1,16.0,50.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/68/68-15.wav
77.0,1,22.0,50.0,157.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/77/77-20.wav
145.0,1,26.0,80.0,177.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/145/145-8.wav
135.0,0,22.0,80.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/135/135-19.wav
110.0,0,16.0,65.0,168.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/110/110-8.wav
122.0,1,21.0,59.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/122/122-16.wav
84.0,1,22.0,53.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/84/84-10.wav
65.0,1,22.0,47.0,154.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/65/65-14.wav
22.0,0,20.0,69.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/22/22-5.wav
87.0,0,22.0,87.0,179.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/87/87-14.wav
12.0,1,22.0,78.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/12/12-6.wav
118.0,1,29.0,70.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/118/118-15.wav
6.0,1,45.0,61.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/6/6-17.wav
114.0,0,20.0,67.0,170.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/114/114-4.wav
9.0,1,13.0,50.0,148.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/9/9-18.wav
15.0,1,21.0,48.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/15/15-13.wav
13.0,1,23.0,56.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/13/13-3.wav
130.0,0,21.0,67.0,177.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/130/130-13.wav
99.0,1,25.0,160.0,52.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/99/99-20.wav
65.0,1,22.0,47.0,154.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/65/65-15.wav
38.0,1,23.0,58.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/38/38-17.wav
61.0,1,8.0,20.0,132.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/61/61-13.wav
121.0,1,22.0,48.0,155.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/121/121-9.wav
70.0,0,19.0,70.0,180.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/70/70-7.wav
117.0,0,22.0,56.0,172.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/117/117-9.wav
50.0,1,19.0,48.0,153.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/50/50-3.wav
42.0,1,22.0,65.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/42/42-6.wav
58.0,1,22.0,46.0,150.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/58/58-18.wav
62.0,1,21.0,52.0,161.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/62/62-11.wav
88.0,0,18.0,80.0,180.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/88/88-19.wav
121.0,1,22.0,48.0,155.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/121/121-16.wav
24.0,0,18.0,87.0,190.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/24/24-19.wav
66.0,1,22.0,60.0,168.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/66/66-11.wav
72.0,0,19.0,60.0,169.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/72/72-9.wav
8.0,1,17.0,48.0,151.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/8/8-2.wav
96.0,1,23.0,48.0,152.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/96/96-10.wav
118.0,1,29.0,70.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/118/118-9.wav
34.0,0,21.0,78.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/34/34-9.wav
143.0,1,17.0,65.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/143/143-19.wav
94.0,1,23.0,51.0,156.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/94/94-5.wav
12.0,1,22.0,78.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/12/12-5.wav
146.0,1,25.0,60.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/146/146-9.wav
55.0,1,21.0,57.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/55/55-1.wav
144.0,1,23.0,70.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/144/144-7.wav
6.0,1,45.0,61.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/6/6-20.wav
16.0,1,21.0,55.0,158.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/16/16-4.wav
52.0,1,19.0,46.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/52/52-17.wav
138.0,0,25.0,72.0,180.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/138/138-19.wav
39.0,1,23.0,46.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/39/39-13.wav
68.0,1,16.0,50.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/68/68-11.wav
14.0,1,21.0,57.0,162.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/14/14-16.wav
73.0,0,22.0,70.0,178.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/73/73-9.wav
142.0,0,18.0,70.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/142/142-8.wav
10.0,1,23.0,49.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/10/10-5.wav
89.0,1,24.0,91.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/89/151-5.wav
143.0,1,17.0,65.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/143/143-12.wav
87.0,0,22.0,87.0,179.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/87/87-4.wav
9.0,1,13.0,50.0,148.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/9/9-4.wav
147.0,1,22.0,65.0,161.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/147/147-18.wav
18.0,1,16.0,63.0,163.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/18/18-17.wav
55.0,1,21.0,57.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/55/55-8.wav
78.0,1,22.0,47.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/78/78-18.wav
38.0,1,23.0,58.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/38/38-18.wav
138.0,0,25.0,72.0,180.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/138/138-2.wav
34.0,0,21.0,78.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/34/34-13.wav
25.0,0,17.0,66.0,170.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/25/25-17.wav
107.0,1,21.0,56.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/107/107-7.wav
44.0,1,52.0,88.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/44/44-10.wav
73.0,0,22.0,70.0,178.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/73/73-5.wav
148.0,1,27.0,55.0,150.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/148/148-1.wav
28.0,0,22.0,91.0,183.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/28/28-11.wav
102.0,1,20.0,72.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/102/102-18.wav
136.0,1,22.0,56.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/136/136-19.wav
38.0,1,23.0,58.0,166.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/38/38-12.wav
121.0,1,22.0,48.0,155.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/121/121-5.wav
132.0,0,21.0,60.0,174.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/132/132-7.wav
129.0,0,22.0,85.0,184.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/129/129-17.wav
115.0,1,21.0,59.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/115/115-3.wav
96.0,1,23.0,48.0,152.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/96/96-11.wav
40.0,1,21.0,52.0,160.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/40/40-10.wav
107.0,1,21.0,56.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/107/107-19.wav
73.0,0,22.0,70.0,178.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/73/73-11.wav
13.0,1,23.0,56.0,159.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/13/13-15.wav
42.0,1,22.0,65.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/42/42-12.wav
57.0,1,18.0,58.0,162.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/57/57-13.wav
137.0,1,20.0,66.0,165.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/137/137-12.wav
32.0,0,24.0,65.0,184.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/32/32-12.wav
18.0,1,16.0,63.0,163.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/18/18-20.wav
14.0,1,21.0,57.0,162.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/14/14-9.wav
90.0,0,23.0,71.0,181.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/90/90-17.wav
115.0,1,21.0,59.0,164.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/115/115-18.wav
33.0,0,20.0,107.0,175.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/33/33-5.wav
61.0,1,8.0,20.0,132.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/61/61-4.wav
42.0,1,22.0,65.0,167.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/samePhrase/42/42-9.wav
132.0,0,21.0,60.0,174.0,/content/drive/MyDrive/CS THESIS/A Dataset for Voice-Based Human Identity Recognition/differentPhrase/132/132-16.wav
